OrderNo,ItemID,SalesDate,DeliveryDate,CustomerId,CityId,Qty,Price,Cost,DiscountPercent
10027,27,3/3/2019,3/11/2019,4259,92,3,67,53,8
10433,18,3/3/2019,3/11/2019,4541,58,2,117,104,2
10947,16,3/3/2019,3/13/2019,2172,89,2,92,64,40
11128,26,3/3/2019,3/10/2019,4272,14,2,53,45,39
11208,7,3/3/2019,3/9/2019,640,46,3,73,36,24
13848,34,3/3/2019,3/6/2019,1877,81,3,67,40,24
13963,19,3/3/2019,3/8/2019,4417,25,3,83,53,30
15568,34,3/3/2019,3/11/2019,3267,75,2,52,36,31
15638,31,3/3/2019,3/4/2019,1951,31,2,1033,619,20
16728,31,3/3/2019,3/3/2019,1221,92,2,133,86,16
16997,8,3/3/2019,3/8/2019,296,91,1,123,104,2
17060,12,3/3/2019,3/12/2019,4854,38,3,83,53,8
18318,38,3/3/2019,3/12/2019,1999,21,1,67,53,23
18674,13,3/3/2019,3/8/2019,1280,7,1,91,77,43
18765,7,3/3/2019,3/11/2019,2567,13,2,117,104,29
18854,9,3/3/2019,3/10/2019,1913,53,2,822,534,12
21174,15,3/3/2019,3/6/2019,2388,54,2,1017,661,42
21312,15,3/3/2019,3/9/2019,3316,39,1,123,104,7
21567,51,3/3/2019,3/12/2019,5592,35,2,133,125,16
22695,34,3/3/2019,3/7/2019,573,44,2,40,36,7
22937,33,3/3/2019,3/7/2019,4525,60,2,83,53,38
24055,24,3/3/2019,3/5/2019,3585,23,1,822,534,14
24490,48,3/3/2019,3/3/2019,6058,99,1,782,602,40
25671,48,3/3/2019,3/11/2019,6204,48,1,133,86,32
26142,31,3/3/2019,3/8/2019,2611,19,1,83,70,26
27224,42,3/3/2019,3/9/2019,5333,59,1,92,36,9
28344,16,3/3/2019,3/13/2019,2665,32,1,83,66,8
29574,52,3/3/2019,3/12/2019,3258,75,1,167,115,20
24,22,3/2/2019,3/4/2019,3557,3,1,1033,619,13
401,3,3/2/2019,3/4/2019,778,24,1,822,534,22
770,20,3/2/2019,3/11/2019,629,37,1,1333,666,27
986,19,3/2/2019,3/9/2019,2826,11,1,100,86,14
2589,27,3/2/2019,3/6/2019,2642,16,2,867,554,12
2685,13,3/2/2019,3/3/2019,3702,71,2,100,86,32
2811,19,3/2/2019,3/12/2019,3611,81,2,133,123,7
2980,9,3/2/2019,3/5/2019,1763,97,2,183,124,41
3473,24,3/2/2019,3/10/2019,2509,55,2,1733,1299,12
3683,26,3/2/2019,3/10/2019,1576,4,2,133,86,3
3889,25,3/2/2019,3/5/2019,2347,8,1,53,45,3
4213,10,3/2/2019,3/7/2019,2712,22,1,753,451,4
4798,25,3/2/2019,3/3/2019,2556,34,1,782,516,1
5418,4,3/2/2019,3/12/2019,2796,59,1,133,125,39
5648,30,3/2/2019,3/8/2019,2114,39,2,67,46,6
5858,13,3/2/2019,3/3/2019,2659,16,1,91,77,16
6581,1,3/2/2019,3/11/2019,516,89,2,100,87,37
6905,26,3/2/2019,3/8/2019,1905,92,2,83,53,27
7206,17,3/2/2019,3/11/2019,3770,80,1,133,123,11
7220,1,3/2/2019,3/4/2019,3774,62,2,867,554,29
7348,30,3/2/2019,3/11/2019,1849,65,2,123,104,17
7587,4,3/2/2019,3/2/2019,550,90,1,782,516,7
7612,5,3/2/2019,3/9/2019,3962,63,1,867,554,39
7880,26,3/2/2019,3/11/2019,198,89,2,100,87,45
8656,22,3/2/2019,3/8/2019,1911,25,2,92,64,5
8879,21,3/2/2019,3/3/2019,3843,39,2,117,104,21
9269,18,3/2/2019,3/7/2019,3973,48,1,1733,1299,6
9731,8,3/2/2019,3/5/2019,77,16,1,1017,661,8
9870,9,3/2/2019,3/9/2019,2910,13,1,73,36,11
12261,24,3/2/2019,3/3/2019,4234,21,3,40,38,41
12608,27,3/2/2019,3/10/2019,2143,51,3,117,104,22
12704,35,3/2/2019,3/6/2019,355,13,2,83,70,36
13853,36,3/2/2019,3/9/2019,545,67,1,1033,619,20
14095,8,3/2/2019,3/7/2019,3127,28,1,133,86,3
15393,20,3/2/2019,3/11/2019,1076,68,2,83,66,5
17288,35,3/2/2019,3/2/2019,2122,91,3,47,39,7
17568,26,3/2/2019,3/5/2019,2219,97,2,73,36,8
18505,18,3/2/2019,3/12/2019,388,3,2,100,87,34
19968,36,3/2/2019,3/8/2019,1908,21,2,67,40,33
21582,48,3/2/2019,3/6/2019,533,67,2,52,36,16
25415,15,3/2/2019,3/9/2019,6314,56,2,92,64,26
26373,22,3/2/2019,3/9/2019,2769,3,1,860,516,27
26407,20,3/2/2019,3/9/2019,4433,50,2,130,119,41
26723,16,3/2/2019,3/5/2019,2771,57,1,1017,661,11
28406,38,3/2/2019,3/4/2019,1036,45,2,100,87,5
29741,20,3/2/2019,3/7/2019,1312,45,2,133,125,39
47,23,3/1/2019,3/3/2019,102,28,2,100,86,29
627,16,3/1/2019,3/2/2019,3404,31,1,60,54,29
698,8,3/1/2019,3/9/2019,3608,95,1,1167,583,39
1183,22,3/1/2019,3/6/2019,529,84,1,50,40,9
1284,9,3/1/2019,3/4/2019,1283,29,2,83,70,2
1331,21,3/1/2019,3/4/2019,1453,80,2,1333,666,43
1461,1,3/1/2019,3/9/2019,1188,19,2,83,53,9
1679,24,3/1/2019,3/3/2019,1581,71,1,1017,661,44
1683,26,3/1/2019,3/6/2019,1656,4,2,782,516,2
1693,9,3/1/2019,3/7/2019,2273,47,1,50,40,14
2171,21,3/1/2019,3/2/2019,366,59,1,133,125,32
3500,1,3/1/2019,3/8/2019,1538,100,1,83,70,13
4841,14,3/1/2019,3/9/2019,1531,84,2,1367,820,26
5377,28,3/1/2019,3/9/2019,2435,21,2,753,376,13
5450,19,3/1/2019,3/3/2019,139,46,1,1067,533,21
5477,22,3/1/2019,3/1/2019,2928,60,1,133,123,26
5945,14,3/1/2019,3/7/2019,3325,62,1,753,451,40
5952,10,3/1/2019,3/10/2019,404,1,2,1017,661,30
6023,29,3/1/2019,3/6/2019,3180,75,2,867,554,44
6035,24,3/1/2019,3/6/2019,1121,71,1,1333,666,29
6333,8,3/1/2019,3/6/2019,1335,64,1,1167,583,29
6600,2,3/1/2019,3/7/2019,3751,45,1,183,124,19
6764,22,3/1/2019,3/3/2019,2067,6,2,167,115,5
6829,10,3/1/2019,3/5/2019,2310,49,1,1167,583,23
7121,21,3/1/2019,3/9/2019,3107,43,1,1033,619,38
7422,22,3/1/2019,3/3/2019,294,51,1,1367,820,20
7489,22,3/1/2019,3/4/2019,1774,58,2,40,36,42
7813,20,3/1/2019,3/2/2019,725,24,2,1733,1299,40
8097,15,3/1/2019,3/10/2019,672,90,2,133,125,35
8266,20,3/1/2019,3/8/2019,1499,84,2,67,40,22
8631,12,3/1/2019,3/10/2019,1353,21,1,1033,619,17
10622,35,3/1/2019,3/3/2019,4021,4,3,860,516,29
10834,28,3/1/2019,3/9/2019,147,14,3,52,36,39
11653,25,3/1/2019,3/10/2019,3750,29,2,183,124,44
11655,36,3/1/2019,3/8/2019,3291,79,1,83,66,21
14297,29,3/1/2019,3/10/2019,1556,67,3,133,86,29
14608,36,3/1/2019,3/3/2019,4845,66,1,123,104,25
14849,6,3/1/2019,3/6/2019,4173,76,3,1533,1073,28
16185,9,3/1/2019,3/10/2019,699,20,2,1033,619,22
16456,16,3/1/2019,3/1/2019,2593,12,1,1733,1299,4
21019,28,3/1/2019,3/2/2019,470,55,2,753,376,18
21356,27,3/1/2019,3/1/2019,3025,2,1,167,115,13
21738,13,3/1/2019,3/4/2019,2446,34,2,40,36,37
26129,46,3/1/2019,3/6/2019,2448,11,1,167,115,41
26232,18,3/1/2019,3/8/2019,5461,26,1,83,70,35
27203,42,3/1/2019,3/1/2019,916,39,2,1067,533,17
27629,34,3/1/2019,3/3/2019,5476,11,2,1333,666,14
29156,16,3/1/2019,3/10/2019,5627,7,1,83,66,28
230,20,2/28/2019,3/6/2019,2977,12,1,753,451,6
291,21,2/28/2019,3/5/2019,363,78,2,91,77,15
297,20,2/28/2019,3/3/2019,137,74,2,123,104,27
437,9,2/28/2019,3/5/2019,1536,63,1,100,87,16
720,16,2/28/2019,3/7/2019,1326,53,1,167,115,5
1303,8,2/28/2019,3/6/2019,810,77,1,133,125,44
1308,27,2/28/2019,3/6/2019,3675,73,2,1067,533,33
1378,8,2/28/2019,3/9/2019,3585,23,2,40,38,18
1399,22,2/28/2019,3/3/2019,2139,38,2,1333,666,24
2075,25,2/28/2019,3/6/2019,3241,36,2,65,52,4
2236,17,2/28/2019,3/6/2019,3990,49,2,67,46,33
3579,6,2/28/2019,3/1/2019,3682,93,2,1333,666,22
3655,17,2/28/2019,3/2/2019,2906,31,2,1333,666,19
3712,4,2/28/2019,3/3/2019,10,33,2,867,554,21
3729,25,2/28/2019,3/1/2019,1110,71,2,83,66,36
4582,15,2/28/2019,3/1/2019,1394,45,1,73,36,34
4779,5,2/28/2019,3/3/2019,2428,11,2,133,86,40
4889,5,2/28/2019,3/9/2019,10,33,2,100,87,42
5175,11,2/28/2019,3/9/2019,3538,66,2,822,534,29
5382,20,2/28/2019,3/3/2019,3139,84,1,92,36,45
5401,15,2/28/2019,3/4/2019,1148,72,2,65,52,16
5430,15,2/28/2019,3/9/2019,3967,84,2,52,36,2
5570,12,2/28/2019,3/5/2019,1953,62,1,40,36,18
5882,9,2/28/2019,3/3/2019,2460,17,1,822,534,41
8260,27,2/28/2019,3/8/2019,3014,59,2,167,115,44
8637,15,2/28/2019,3/1/2019,3527,33,2,91,77,25
8711,24,2/28/2019,3/10/2019,2049,71,2,50,40,20
9141,26,2/28/2019,3/9/2019,3289,50,1,130,119,31
9207,14,2/28/2019,3/4/2019,2169,90,1,40,36,32
9793,4,2/28/2019,3/7/2019,1049,83,2,123,104,11
10170,6,2/28/2019,3/5/2019,4817,66,2,83,66,10
10331,17,2/28/2019,3/4/2019,62,30,1,183,124,3
11691,22,2/28/2019,3/2/2019,3034,7,3,83,70,17
14292,12,2/28/2019,3/5/2019,1202,56,2,67,40,34
14687,15,2/28/2019,3/4/2019,2555,13,1,822,534,17
15023,25,2/28/2019,3/2/2019,340,91,1,92,36,45
15132,13,2/28/2019,3/9/2019,3161,74,1,1033,619,22
15575,34,2/28/2019,3/8/2019,3841,45,2,67,46,26
15616,16,2/28/2019,3/6/2019,4502,98,2,867,554,12
15858,22,2/28/2019,3/2/2019,2051,9,1,860,516,14
19010,18,2/28/2019,3/1/2019,2088,4,2,1067,533,17
19775,29,2/28/2019,3/9/2019,4141,85,3,753,376,14
19950,28,2/28/2019,3/6/2019,1110,71,1,100,87,14
19953,7,2/28/2019,3/3/2019,163,6,1,782,516,4
20034,43,2/28/2019,3/2/2019,2371,27,2,50,40,24
22552,53,2/28/2019,3/9/2019,1526,74,1,1333,666,33
23065,21,2/28/2019,3/9/2019,2756,37,1,83,70,38
23093,12,2/28/2019,3/9/2019,321,35,2,47,39,30
23421,39,2/28/2019,3/5/2019,5645,5,2,92,36,44
24561,21,2/28/2019,3/1/2019,6373,28,2,91,77,20
25463,34,2/28/2019,3/10/2019,5559,9,2,40,36,33
25522,46,2/28/2019,3/2/2019,2502,26,2,1033,619,39
26076,22,2/28/2019,3/8/2019,2738,7,2,1033,619,16
26377,54,2/28/2019,3/5/2019,5574,12,2,67,53,9
27198,34,2/28/2019,3/1/2019,3887,94,1,100,87,35
28000,15,2/28/2019,3/10/2019,2602,39,2,100,86,23
29740,35,2/28/2019,3/8/2019,4930,31,2,782,516,42
29759,48,2/28/2019,3/5/2019,1132,68,2,52,36,31
596,7,2/27/2019,3/1/2019,3375,3,1,133,86,7
808,2,2/27/2019,2/27/2019,2119,19,2,822,534,19
1388,1,2/27/2019,3/4/2019,206,48,1,183,124,23
1481,6,2/27/2019,3/5/2019,2312,49,2,822,534,36
2260,26,2/27/2019,3/7/2019,2504,1,2,782,602,42
2261,26,2/27/2019,3/7/2019,1702,38,1,40,36,5
2672,8,2/27/2019,3/5/2019,3255,100,1,117,104,34
2724,2,2/27/2019,3/6/2019,1985,52,2,92,36,10
2933,14,2/27/2019,3/4/2019,369,64,1,65,52,40
2946,2,2/27/2019,3/6/2019,1981,24,1,753,376,43
3354,1,2/27/2019,3/6/2019,1591,17,2,753,451,14
4012,19,2/27/2019,2/27/2019,1833,38,2,822,534,39
4023,27,2/27/2019,2/28/2019,1435,54,1,822,534,22
4152,29,2/27/2019,3/1/2019,3111,26,2,123,104,36
4299,20,2/27/2019,3/8/2019,2820,23,2,782,602,35
4688,18,2/27/2019,3/9/2019,2585,23,1,1367,820,1
5186,25,2/27/2019,3/2/2019,69,45,1,40,36,15
6400,14,2/27/2019,3/3/2019,1535,58,2,1067,533,10
6965,27,2/27/2019,3/2/2019,3463,9,2,83,66,30
7367,9,2/27/2019,3/9/2019,728,35,2,92,36,28
7488,10,2/27/2019,3/7/2019,3034,7,2,782,516,7
8187,17,2/27/2019,3/7/2019,3402,22,1,753,376,8
8235,26,2/27/2019,3/8/2019,2840,60,2,753,451,9
9280,29,2/27/2019,2/28/2019,3102,14,2,100,87,37
9385,22,2/27/2019,2/28/2019,1112,26,1,1017,661,15
9739,20,2/27/2019,3/1/2019,585,31,2,67,46,33
10700,18,2/27/2019,2/28/2019,2695,39,2,1033,619,37
11361,16,2/27/2019,3/6/2019,970,85,1,167,115,39
12461,33,2/27/2019,3/4/2019,4273,30,2,53,45,17
12721,24,2/27/2019,3/1/2019,1879,62,3,183,124,30
12834,11,2/27/2019,2/27/2019,4086,89,2,867,554,17
13131,35,2/27/2019,3/9/2019,4884,90,2,67,46,43
13211,20,2/27/2019,3/4/2019,566,18,1,52,36,36
13870,15,2/27/2019,3/2/2019,3902,2,2,100,87,9
14057,17,2/27/2019,2/28/2019,1443,23,3,117,104,42
14136,35,2/27/2019,3/6/2019,1602,36,1,1033,619,20
14284,15,2/27/2019,3/7/2019,3757,42,1,753,451,14
15338,6,2/27/2019,3/1/2019,1174,71,1,53,45,14
16368,29,2/27/2019,2/27/2019,861,37,3,130,119,34
17130,36,2/27/2019,2/28/2019,3114,22,3,782,516,41
17540,34,2/27/2019,3/2/2019,1449,59,2,860,516,44
17839,26,2/27/2019,3/1/2019,4532,19,3,83,53,39
18380,28,2/27/2019,3/2/2019,1468,21,1,60,54,14
18676,8,2/27/2019,3/6/2019,1381,94,1,782,516,10
18704,23,2/27/2019,3/1/2019,787,15,3,1067,533,13
18733,40,2/27/2019,3/8/2019,4998,72,3,130,119,8
19135,40,2/27/2019,3/3/2019,1327,40,3,753,451,43
19253,30,2/27/2019,3/3/2019,4536,78,2,782,516,38
19316,8,2/27/2019,3/6/2019,4389,92,2,65,52,28
19474,20,2/27/2019,3/2/2019,5,37,1,47,39,16
19481,11,2/27/2019,3/2/2019,3609,47,2,1333,666,21
19962,36,2/27/2019,3/9/2019,3057,51,1,65,52,45
20343,24,2/27/2019,2/28/2019,2559,15,1,133,86,12
20527,46,2/27/2019,3/3/2019,891,29,1,1017,661,45
21297,22,2/27/2019,3/7/2019,768,50,1,52,36,34
21681,43,2/27/2019,3/4/2019,2561,43,1,67,46,19
21861,26,2/27/2019,3/4/2019,4816,76,1,67,40,42
21977,14,2/27/2019,2/28/2019,5171,91,2,40,38,7
22222,18,2/27/2019,3/6/2019,1748,42,1,1533,1073,42
22908,36,2/27/2019,3/1/2019,6357,22,1,83,70,10
23590,17,2/27/2019,2/28/2019,6122,87,1,83,70,5
23646,12,2/27/2019,3/1/2019,720,74,1,65,52,39
23678,34,2/27/2019,3/4/2019,3679,13,1,822,534,45
24142,21,2/27/2019,3/6/2019,554,73,1,67,46,18
25198,54,2/27/2019,3/7/2019,1672,8,1,133,123,1
25217,51,2/27/2019,2/28/2019,1071,100,1,40,38,25
26523,39,2/27/2019,3/8/2019,5263,100,1,53,45,26
27513,53,2/27/2019,3/9/2019,1098,78,1,133,86,10
27930,21,2/27/2019,3/4/2019,6445,81,1,67,40,31
28272,32,2/27/2019,3/2/2019,6051,73,2,67,40,3
28899,11,2/27/2019,3/2/2019,842,73,1,65,52,31
265,20,2/26/2019,3/3/2019,3331,5,1,47,39,27
542,17,2/26/2019,3/5/2019,3985,54,2,860,516,5
543,27,2/26/2019,3/4/2019,179,51,2,867,554,44
695,17,2/26/2019,3/7/2019,2018,33,1,130,119,41
2132,5,2/26/2019,3/2/2019,3754,75,2,60,54,26
2331,4,2/26/2019,3/7/2019,1499,84,2,867,554,27
2388,12,2/26/2019,3/2/2019,3601,30,1,100,87,24
2681,23,2/26/2019,3/6/2019,2606,4,1,782,516,9
2968,14,2/26/2019,3/5/2019,3569,59,1,117,104,1
3099,20,2/26/2019,3/1/2019,3424,6,2,782,516,20
3411,12,2/26/2019,3/6/2019,2948,7,1,1333,666,17
3588,26,2/26/2019,2/26/2019,3055,36,2,100,87,19
4026,12,2/26/2019,3/7/2019,2586,33,1,83,66,37
4088,12,2/26/2019,2/27/2019,1352,66,1,1333,666,4
4276,13,2/26/2019,3/7/2019,421,57,1,65,52,37
4561,4,2/26/2019,3/1/2019,1558,88,2,65,52,38
4970,28,2/26/2019,3/6/2019,1511,43,2,1533,1073,27
5456,23,2/26/2019,3/1/2019,738,95,1,83,70,18
6176,24,2/26/2019,3/2/2019,1323,18,2,83,66,4
7002,10,2/26/2019,3/7/2019,3813,67,2,92,36,23
7182,21,2/26/2019,3/2/2019,2930,13,1,123,104,28
7802,23,2/26/2019,3/8/2019,3485,84,2,67,53,14
8158,27,2/26/2019,2/28/2019,2545,45,2,83,70,42
8681,4,2/26/2019,2/28/2019,535,34,2,83,70,28
8943,4,2/26/2019,3/5/2019,3939,61,2,183,124,36
8984,14,2/26/2019,3/2/2019,2387,7,2,83,66,38
9019,17,2/26/2019,2/26/2019,39,17,1,1367,820,23
9024,24,2/26/2019,3/6/2019,2034,88,1,83,66,17
9350,29,2/26/2019,2/27/2019,1143,83,1,860,516,13
9616,8,2/26/2019,2/26/2019,1939,10,1,92,36,6
9652,24,2/26/2019,3/3/2019,3244,37,2,83,66,4
9723,28,2/26/2019,3/7/2019,251,35,1,782,516,14
9825,16,2/26/2019,3/5/2019,3650,20,2,65,52,2
10105,18,2/26/2019,3/6/2019,2246,47,3,60,54,33
10255,11,2/26/2019,2/27/2019,2852,25,3,91,77,28
11633,30,2/26/2019,3/5/2019,535,34,2,1017,661,38
12202,26,2/26/2019,3/6/2019,4984,22,1,65,52,38
12459,23,2/26/2019,3/8/2019,1272,65,2,47,39,41
13135,38,2/26/2019,3/8/2019,4615,61,2,92,64,20
13730,9,2/26/2019,3/6/2019,431,18,3,1733,1299,40
13754,6,2/26/2019,3/2/2019,1768,30,2,83,66,29
14662,23,2/26/2019,3/2/2019,3044,1,2,1533,1073,29
14974,22,2/26/2019,3/7/2019,4839,66,3,83,53,14
15432,26,2/26/2019,2/27/2019,1320,40,2,83,66,13
15938,14,2/26/2019,3/1/2019,2908,6,1,130,119,27
16439,8,2/26/2019,2/26/2019,1842,66,3,133,86,13
16451,24,2/26/2019,3/6/2019,1425,18,2,1733,1299,35
17626,21,2/26/2019,3/7/2019,1037,88,1,782,602,34
17655,34,2/26/2019,2/28/2019,505,44,1,1333,666,16
21433,18,2/26/2019,3/8/2019,230,93,2,1033,619,27
22954,20,2/26/2019,2/28/2019,1784,93,1,123,104,17
23061,41,2/26/2019,3/6/2019,536,4,2,753,376,9
23422,13,2/26/2019,2/27/2019,5225,89,1,753,451,17
24807,22,2/26/2019,3/6/2019,2533,41,1,867,554,8
25755,52,2/26/2019,3/6/2019,3097,37,2,183,124,36
26054,33,2/26/2019,3/1/2019,4800,25,2,50,40,37
26187,42,2/26/2019,3/2/2019,766,31,2,40,36,8
27422,13,2/26/2019,3/3/2019,5364,16,2,117,104,12
27442,53,2/26/2019,3/4/2019,2765,11,2,860,516,18
28722,44,2/26/2019,3/2/2019,6410,80,1,83,66,19
29099,31,2/26/2019,3/1/2019,841,61,1,753,451,37
29212,23,2/26/2019,2/27/2019,1810,58,1,133,123,43
420,27,2/25/2019,3/6/2019,155,65,2,822,534,35
1508,26,2/25/2019,3/4/2019,1122,35,2,1017,661,34
1628,29,2/25/2019,3/1/2019,947,65,1,83,70,5
1902,6,2/25/2019,2/26/2019,759,44,1,92,64,1
2477,9,2/25/2019,2/28/2019,2795,34,2,860,516,33
2606,28,2/25/2019,3/1/2019,1680,99,2,83,70,32
2742,5,2/25/2019,2/28/2019,2901,40,1,867,554,11
2770,17,2/25/2019,2/28/2019,584,17,1,47,39,32
3330,8,2/25/2019,2/28/2019,702,23,2,91,77,4
3510,20,2/25/2019,3/3/2019,402,78,2,67,46,26
3985,1,2/25/2019,2/26/2019,310,25,2,52,36,36
4139,5,2/25/2019,3/1/2019,519,87,1,40,36,43
4212,2,2/25/2019,2/25/2019,1872,74,1,1033,619,45
4568,12,2/25/2019,3/1/2019,735,27,1,83,70,20
4603,28,2/25/2019,3/5/2019,1652,9,1,47,39,10
5348,24,2/25/2019,3/3/2019,2432,39,1,73,36,32
5712,13,2/25/2019,3/5/2019,2179,83,1,47,39,41
6000,26,2/25/2019,2/27/2019,1209,32,2,753,451,36
7153,10,2/25/2019,2/28/2019,3477,54,2,753,376,29
7901,2,2/25/2019,3/3/2019,1695,9,1,65,52,22
7924,14,2/25/2019,2/26/2019,3465,24,1,83,66,12
8440,30,2/25/2019,2/26/2019,1115,14,2,50,40,6
8539,12,2/25/2019,3/2/2019,3645,43,2,40,36,28
8565,20,2/25/2019,2/25/2019,2158,75,1,1017,661,16
8867,22,2/25/2019,3/6/2019,3598,80,2,92,64,42
9023,19,2/25/2019,3/6/2019,3666,32,2,1333,666,8
10829,17,2/25/2019,3/1/2019,2538,1,3,65,52,38
13083,19,2/25/2019,2/28/2019,3645,43,3,133,86,2
13155,7,2/25/2019,3/5/2019,4804,44,2,67,46,34
13168,40,2/25/2019,3/4/2019,4567,5,1,100,86,18
14368,28,2/25/2019,2/25/2019,2952,36,2,133,86,31
14394,22,2/25/2019,3/7/2019,3343,91,1,1533,1073,19
14427,23,2/25/2019,3/1/2019,2323,53,2,867,554,29
16191,40,2/25/2019,3/7/2019,3614,18,1,40,38,25
16455,29,2/25/2019,3/1/2019,4009,56,1,92,36,22
16481,15,2/25/2019,3/6/2019,2144,47,3,860,516,16
16991,34,2/25/2019,2/27/2019,3709,40,2,117,104,33
17056,17,2/25/2019,3/2/2019,2791,23,1,67,53,24
19118,6,2/25/2019,3/3/2019,267,100,1,52,36,32
19238,16,2/25/2019,3/6/2019,345,8,2,860,516,42
20117,18,2/25/2019,2/27/2019,5477,30,1,67,46,11
20214,35,2/25/2019,3/3/2019,3862,18,1,40,38,35
20640,44,2/25/2019,3/4/2019,1985,52,1,1033,619,37
21490,53,2/25/2019,3/2/2019,115,92,1,1017,661,18
21790,43,2/25/2019,3/2/2019,6104,35,1,867,554,39
22493,38,2/25/2019,3/3/2019,607,40,1,123,104,14
23337,40,2/25/2019,3/1/2019,6417,8,2,753,451,44
23914,24,2/25/2019,3/2/2019,5518,53,1,73,36,8
24700,35,2/25/2019,3/2/2019,5583,38,2,867,554,26
24768,17,2/25/2019,2/28/2019,381,79,1,1017,661,32
27764,35,2/25/2019,3/2/2019,3700,40,2,83,70,38
28802,14,2/25/2019,3/3/2019,3160,92,2,65,52,16
29053,48,2/25/2019,2/28/2019,2007,16,2,1333,666,24
29605,19,2/25/2019,3/4/2019,1369,20,2,822,534,38
29956,15,2/25/2019,3/5/2019,5135,12,1,133,86,26
211,25,2/24/2019,3/4/2019,3158,46,2,67,40,37
348,7,2/24/2019,3/1/2019,3312,41,1,65,52,44
1247,19,2/24/2019,2/26/2019,1858,4,1,1033,619,15
1760,10,2/24/2019,3/4/2019,3371,39,2,53,45,20
1936,1,2/24/2019,2/26/2019,3575,34,2,1367,820,19
2033,11,2/24/2019,3/3/2019,2586,33,2,133,86,4
2452,6,2/24/2019,2/27/2019,999,19,1,782,516,29
2872,15,2/24/2019,2/24/2019,686,62,1,53,45,39
3164,11,2/24/2019,2/25/2019,1031,35,1,1533,1073,6
3216,5,2/24/2019,2/28/2019,3322,61,2,67,46,7
3308,23,2/24/2019,3/2/2019,431,18,2,83,70,25
4486,3,2/24/2019,3/2/2019,3469,54,2,1167,583,3
4646,8,2/24/2019,3/2/2019,263,25,1,83,70,44
5267,25,2/24/2019,2/26/2019,1277,54,2,860,516,38
5562,22,2/24/2019,2/26/2019,1115,14,2,83,70,8
5902,5,2/24/2019,2/24/2019,548,100,2,60,54,7
6380,5,2/24/2019,3/3/2019,1471,96,1,53,45,38
6467,12,2/24/2019,3/4/2019,3560,53,2,83,66,27
6547,28,2/24/2019,3/2/2019,2658,21,1,782,602,5
6969,7,2/24/2019,2/24/2019,3154,43,1,123,104,31
7003,11,2/24/2019,2/28/2019,2693,60,2,65,52,24
7184,14,2/24/2019,3/1/2019,2075,10,2,92,64,8
7277,29,2/24/2019,3/2/2019,2480,35,2,1533,1073,45
7305,16,2/24/2019,3/5/2019,547,97,2,83,53,40
7414,29,2/24/2019,3/3/2019,2951,41,1,50,40,8
7706,19,2/24/2019,3/4/2019,2660,25,1,1067,533,16
8114,19,2/24/2019,3/6/2019,2138,83,2,130,119,28
8627,17,2/24/2019,3/1/2019,3306,61,2,52,36,25
9103,14,2/24/2019,3/3/2019,2657,26,1,1533,1073,22
9868,9,2/24/2019,2/27/2019,2487,55,2,1333,666,1
10115,10,2/24/2019,3/2/2019,1210,92,3,133,86,20
10297,8,2/24/2019,2/24/2019,3740,49,3,123,104,4
10713,34,2/24/2019,3/2/2019,3398,36,3,52,36,17
11595,24,2/24/2019,3/5/2019,39,17,2,1533,1073,6
11854,22,2/24/2019,2/28/2019,472,49,1,83,70,17
12034,15,2/24/2019,2/27/2019,4600,54,1,40,36,3
12862,36,2/24/2019,2/26/2019,3006,20,3,117,104,21
13034,27,2/24/2019,2/28/2019,4397,10,2,183,124,12
13859,7,2/24/2019,2/24/2019,3149,79,1,1533,1073,37
14887,38,2/24/2019,2/26/2019,3783,38,1,50,40,5
15054,21,2/24/2019,2/26/2019,1661,46,3,1167,583,35
15885,24,2/24/2019,2/25/2019,3565,80,1,92,36,40
15969,21,2/24/2019,3/3/2019,770,61,2,1367,820,15
16404,6,2/24/2019,2/27/2019,521,31,2,133,125,31
17068,9,2/24/2019,3/5/2019,673,22,3,822,534,38
17476,23,2/24/2019,3/4/2019,3292,98,3,67,40,10
17701,20,2/24/2019,2/25/2019,3393,61,2,83,70,29
17841,10,2/24/2019,3/4/2019,1970,5,3,1033,619,16
18196,13,2/24/2019,3/3/2019,204,62,1,47,39,9
18979,24,2/24/2019,3/2/2019,2767,59,1,67,53,19
19329,13,2/24/2019,3/2/2019,485,60,3,1067,533,12
19446,20,2/24/2019,3/4/2019,3538,66,2,92,36,15
20246,49,2/24/2019,3/4/2019,5574,12,2,782,516,11
20330,45,2/24/2019,2/27/2019,1267,50,2,40,36,13
20943,23,2/24/2019,3/3/2019,6358,65,1,73,36,4
21143,37,2/24/2019,3/2/2019,3554,1,1,100,87,24
21566,42,2/24/2019,2/26/2019,1209,32,1,822,534,33
21727,23,2/24/2019,2/27/2019,5395,26,1,1167,583,35
21786,48,2/24/2019,2/27/2019,6031,98,1,65,52,40
22508,37,2/24/2019,2/27/2019,6033,15,1,1333,666,32
22556,18,2/24/2019,3/5/2019,4476,35,2,1333,666,16
22915,40,2/24/2019,3/4/2019,5363,86,1,52,36,39
23373,12,2/24/2019,2/25/2019,1518,82,1,123,104,42
26235,24,2/24/2019,3/4/2019,1076,68,1,117,104,18
26565,48,2/24/2019,2/27/2019,3665,10,2,1067,533,10
26591,34,2/24/2019,3/1/2019,4978,22,2,133,86,6
27221,28,2/24/2019,3/3/2019,816,26,1,100,87,41
27944,47,2/24/2019,2/28/2019,1234,24,2,100,86,22
